username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
bhappyil;2016-11-08 00:09;0;0;@SenatorKirk In school Kirk (RINO-IL) probably even copied off Dickie Durbin's papers then! pic.twitter.com/ZmbeQFL0Xh;;@SenatorKirk;;7.95765E+17;https://twitter.com/bhappyil/status/795765249416761344;
JohnMurdoch2015;2016-11-07 23:59;0;2;@SenatorKirk @Cubs Looking forward to voting for Tammy Duckworth tomorrow;;@SenatorKirk @Cubs;;7.95763E+17;https://twitter.com/JohnMurdoch2015/status/795762605306642432;
beeinchicago;2016-11-07 23:55;0;0;@SenatorKirk You compared Obama -- the President -- to a drug dealer?? Really??? Can you be any more racist? http://www. chicagotribune.com/news/local/pol itics/ct-mark-kirk-barack-obama-drug-dealer-iran-met-0822-20160821-story.html …;;@SenatorKirk;;7.95762E+17;https://twitter.com/beeinchicago/status/795761741523222533;
Thoughtsnviews;2016-11-07 23:53;0;0;On #ElectionDay voters in #Illinois must vote @SenatorKirk to keep a @GOP Senate to keep the next president in check.;;@SenatorKirk @GOP;#ElectionDay #Illinois;7.95761E+17;https://twitter.com/Thoughtsnviews/status/795761122838282240;
sdroher;2016-11-07 23:38;0;0;@SenatorKirk wants me to support him after his backstabbing of all Rs and supporting #Obama and his policies? #yourenuts;;@SenatorKirk;#Obama #yourenuts;7.95757E+17;https://twitter.com/sdroher/status/795757418328326148;
efairness;2016-11-07 23:37;0;1;"Peoria County, IL is reliant on economic-based revenues."" @SenatorDurbin @SenatorKirk act on #EFairness ! http:// buff.ly/2fUTzP6 pic.twitter.com/f3mMoRTuwM""";;@SenatorDurbin @SenatorKirk;#EFairness;7.95757E+17;https://twitter.com/efairness/status/795756976676466688;
edmarshallcbs2;2016-11-07 23:12;4;1;#ilsen . Final 24 hours. @SenatorKirk in political battle for life. @RepDuckworth . @BlakleyCBS2 at 6p on @cbschicago .;;@SenatorKirk @RepDuckworth @BlakleyCBS2 @cbschicago;#ilsen;7.95751E+17;https://twitter.com/edmarshallcbs2/status/795750819891122176;
UniteWomenIL;2016-11-07 22:55;2;1;#KnowYourCandidates - Illinois U.S. Senate candidates @TammyforIL vs @SenatorKirk http:// ow.ly/rYqk305Stfb #ElectionsMatter pic.twitter.com/HYcXNedFIz;;@TammyforIL @SenatorKirk;#KnowYourCandidates #ElectionsMatter;7.95746E+17;https://twitter.com/UniteWomenIL/status/795746463208837120;
CookCountyGOP;2016-11-07 22:31;3;4;In a Congress that doesn't function, @SenatorKirk has consistently been a voice of solutions for Illinois. Vote @MarkKirk Nov. 8th! #ILSen pic.twitter.com/xV63ytTeWW;;@SenatorKirk @MarkKirk;#ILSen;7.9574E+17;https://twitter.com/CookCountyGOP/status/795740473642123265;
Natale79;2016-11-07 21:31;0;0;Even though I'm a proud #conservative I'm proud to say I voted for @TammyforIL she is a real leader! Time for @SenatorKirk out!;;@TammyforIL @SenatorKirk;#conservative;7.95725E+17;https://twitter.com/Natale79/status/795725399967809540;
ThePaulBrian;2016-11-07 20:55;0;0;1st race called for @RepDuckworth replacing worthless, self-centered backbencher @SenatorKirk who is spending today cleaning out his desk;;@RepDuckworth @SenatorKirk;;7.95716E+17;https://twitter.com/ThePaulBrian/status/795716301520072706;
margaritateresa;2016-11-07 20:24;0;1;@MatthewWVogt @Merlin333 @ananavarro @SenatorKirk @RicksTyler @TheRickWilson and @RadioFreeTom;;@MatthewWVogt @Merlin333 @ananavarro @SenatorKirk @RicksTyler @TheRickWilson @RadioFreeTom;;7.95709E+17;https://twitter.com/margaritateresa/status/795708522608676865;
cuttlefish_chi;2016-11-07 20:17;1;0;@RahmAntics @chicagotribune Thanks @ChicagosMayor @SenatorDurbin @RepMikeQuigley @SenatorKirk @janschakowsky @GovRauner @debmell;;@RahmAntics @chicagotribune @ChicagosMayor @SenatorDurbin @RepMikeQuigley @SenatorKirk @janschakowsky @GovRauner @debmell;;7.95707E+17;https://twitter.com/cuttlefish_chi/status/795706778659024896;
finlwiz;2016-11-07 20:05;4;1;@GenFlynn @SenatorKirk @TammyforIL chicken hawks: Marco Rubio Ted Cruz http:// tinyurl.com/opy3mpq Rick Santorum Chris Christie George Pataki;;@GenFlynn @SenatorKirk @TammyforIL;;7.95704E+17;https://twitter.com/finlwiz/status/795703647095033856;
finlwiz;2016-11-07 19:51;0;0;@TammyforIL http:// tinyurl.com/jn9uw73 http:// tinyurl.com/ht8ze5w @SenatorKirk no racist http:// tinyurl.com/h3cmh2z weak http:// tinyurl.com/hqawkzx;;@TammyforIL @SenatorKirk;;7.957E+17;https://twitter.com/finlwiz/status/795700333892669441;
MatthewWVogt;2016-11-07 19:27;0;1;@Merlin333 @margaritateresa @ananavarro @SenatorKirk @RicksTyler you could also include @TheRickWilson;;@Merlin333 @margaritateresa @ananavarro @SenatorKirk @RicksTyler @TheRickWilson;;7.95694E+17;https://twitter.com/MatthewWVogt/status/795694256031723521;
Merlin333;2016-11-07 19:20;4;3;So right @ananavarro #SteveSchmidt #luciebainesJohnson @SenatorKirk @rickStyler are the last honest republicans https:// twitter.com/margaritateres a/status/795690455241543680 …;;@ananavarro @SenatorKirk @rickStyler;#SteveSchmidt #luciebainesJohnson;7.95692E+17;https://twitter.com/Merlin333/status/795692334872723456;
RiponAdvance;2016-11-07 19:00;1;1;. @SenatorKirk and @RoyBlunt defend National Guard by urging @DeptofDefense to restore bonuses https:// riponadvance.com/stories/kirk-b lunt-defend-national-guard-urging-dod-restore-bonuses/ …;;@SenatorKirk @RoyBlunt @DeptofDefense;;7.95687E+17;https://twitter.com/RiponAdvance/status/795687272909656064;
SCMAssociates;2016-11-07 16:56;0;0;We cannot afford to turn back the Senate majority to the Democrats. Good luck tomorrow, Senators Mark Kirk @SenatorKirk & Ron @RonJohnsonWI;;@SenatorKirk @RonJohnsonWI;;7.95656E+17;https://twitter.com/SCMAssociates/status/795656134375960577;
Julie_Jensen;2016-11-07 16:10;3;2;Everyone is at risk for #Alzheimers be everyone has a brain. We need to #endalz @SenatorKirk #AlzIllinois;;@SenatorKirk;#Alzheimers #endalz #AlzIllinois;7.95645E+17;https://twitter.com/Julie_Jensen/status/795644561582411777;
NoThiefs;2016-11-07 14:03;0;0;#Senate US Rep. Tammy Duckworth, Sen. Mark Kirk clash in final senate debate http:// dlvr.it/McL2tY SenatorKirk NTA•NEWS;;;#Senate;7.95613E+17;https://twitter.com/NoThiefs/status/795612742082293760;
polandmary21;2016-11-07 14:03;0;1;BI partisan what @nrcc @nrsc @RepDold @SenatorKirk ? #WeThePeople HOLD #GOP #teaparty in CONTEMPT pic.twitter.com/KrOzQMeLzG;;@nrcc @nrsc @RepDold @SenatorKirk;#WeThePeople #GOP #teaparty;7.95613E+17;https://twitter.com/polandmary21/status/795612642983415812;
wlsam890;2016-11-07 12:53;1;1;Kirk participates in stair climb at Willis Tower http:// bit.ly/2fTgj1Z Congrats to @SenatorKirk & all who climbed the tower!;;@SenatorKirk;;7.95595E+17;https://twitter.com/wlsam890/status/795594921596035072;
tageborkoff;2016-11-07 09:31;0;0;@SenatorKirk , another one injured by guns in Chicago (Englewood) today. What will you do about it? http://www. fox32chicago.com/news/crime/215 919427-story … #shootatweet;;@SenatorKirk;#shootatweet;7.95544E+17;https://twitter.com/tageborkoff/status/795544245352484864;
NoThiefs;2016-11-07 05:23;0;0;#Senate Kirk, Duckworth recall personal triumphs in late Senate push http:// dlvr.it/McBs8y SenatorKirk NTA•NEWS;;;#Senate;7.95482E+17;https://twitter.com/NoThiefs/status/795481711538749440;
Tbone295;2016-11-07 03:31;0;0;How do you feel about this situation? @SenatorKirk @RepDuckworth @TammyforIL @RepShimkus https:// twitter.com/TheYoungTurks/ status/795445692852355072 …;;@SenatorKirk @RepDuckworth @TammyforIL @RepShimkus;;7.95454E+17;https://twitter.com/Tbone295/status/795453679994290176;
Lornanogmo;2016-11-07 02:00;2;1;. @Potus http://www. flushthetpp.org/tufts-univ-rep ort-tpp-means-inequality-lost-jobs-lower-wages/ … #StopTPPNow #StopTPP #Peopleoverprofits #NoLameDuckUprising #riggedDeal #TPPANoWay @RepCheri @SenatorKirk pic.twitter.com/OEQ2FbKDgu;;@Potus @RepCheri @SenatorKirk;#StopTPPNow #StopTPP #Peopleoverprofits #NoLameDuckUprising #riggedDeal #TPPANoWay;7.95431E+17;https://twitter.com/Lornanogmo/status/795430693471801345;
NETRetired;2016-11-07 01:07;0;0;#DeadBeatDad #JoeWalsh n #BasketOfTrumpDeplorables ...sound like narcissistic Trump. @SenatorKirk w/b beat by same girl.. beat u @TammyforIL ! https:// twitter.com/walshfreedom/s tatus/795081498693169152 …;;@SenatorKirk @TammyforIL;#DeadBeatDad #JoeWalsh #BasketOfTrumpDeplorables;7.95417E+17;https://twitter.com/NETRetired/status/795417427664314368;
TheJamesFuller;2016-11-06 23:28;0;0;#Election2016 recap: @SenatorKirk , @TammyforIL race key to determining Senate control. http://www. dailyherald.com/article/201611 06/news/161109211/ … via @dailyherald;;@SenatorKirk @TammyforIL @dailyherald;#Election2016;7.95393E+17;https://twitter.com/TheJamesFuller/status/795392524282195968;
Sybil4America;2016-11-06 22:57;1;2;Let me add @jasoninthehouse @newtgingrich @SpeakerRyan @SenatorKirk @TGowdySC @SenateMajLdr Needs to go! https:// twitter.com/MrDane1982/sta tus/794568287019499520 …;;@jasoninthehouse @newtgingrich @SpeakerRyan @SenatorKirk @TGowdySC @SenateMajLdr;;7.95385E+17;https://twitter.com/Sybil4America/status/795384752916271105;
bunch1243;2016-11-06 21:59;0;0;@POTUS should be impeached as he is encouraging non-citizens to vote!! @realDonaldTrump @SenatorKirk https:// twitter.com/prisonplanet/s tatus/795306286514663425 …;;@POTUS @realDonaldTrump @SenatorKirk;;7.9537E+17;https://twitter.com/bunch1243/status/795369988177719297;
DTsibouris;2016-11-06 21:51;1;0;@SenatorKirk There is systemic racism in the political structure! Civil Rights abuses in Law Enforcement in Cinti, OH rampant. Need Help!;;@SenatorKirk;;7.95368E+17;https://twitter.com/DTsibouris/status/795368094260719616;
tageborkoff;2016-11-06 21:31;0;0;@SenatorKirk , another one injured by guns in Chicago today. What will you do about it? http:// chicago.suntimes.com/news/15-year-o ld-boy-shot-in-gresham/ … #shootatweet;;@SenatorKirk;#shootatweet;7.95363E+17;https://twitter.com/tageborkoff/status/795362936051134464;
Falling_Fwd;2016-11-06 19:05;0;0;A big shout out to @SenatorKirk & his Battle Buddies climbing the Willis Tower today to benefit @RIC_Ability ! We loved climbing with you LY! pic.twitter.com/ix2oLmz2UU;;@SenatorKirk @RIC_Ability;;7.95326E+17;https://twitter.com/Falling_Fwd/status/795326249858170884;
sweets0508;2016-11-06 17:59;2;12;@weareunited @SkyRiseChicago @SenatorKirk Former RIC clients at Willis ready for 103 flights of steps! pic.twitter.com/MzLgOq7GAS;;@weareunited @SkyRiseChicago @SenatorKirk;;7.9531E+17;https://twitter.com/sweets0508/status/795309630998147072;
HackDefendr;2016-11-06 17:48;0;0;Stop changing our clocks! @GovRauner @RepDuckworth @SenatorKirk @SenatorDurbin https:// stopdst.com #stopDST;;@GovRauner @RepDuckworth @SenatorKirk @SenatorDurbin;#stopDST;7.95307E+17;https://twitter.com/HackDefendr/status/795306870680547330;
jkortum64;2016-11-06 16:22;0;0;. @g_knapp DupingSpree! @SenateApprops @SenFeinstein @SenatorKirk @SenMurphyOffice #savewildhorses pic.twitter.com/HagLVWMSAf;;@g_knapp @SenateApprops @SenFeinstein @SenatorKirk @SenMurphyOffice;#savewildhorses;7.95285E+17;https://twitter.com/jkortum64/status/795285298104004609;
polandmary21;2016-11-06 15:33;0;0;@NRSC @NRCC @RepDold @SenatorKirk @cspanwj McCarthy links #Benghazi panel to #Clinton 's falling poll numbers http:// thehill.com/blogs/blog-bri efing-room/news/255411-mccarthy-links-benghazi-committee-to-clintons-polling#.WB8_GcrL7cY.twitter …;;@NRSC @NRCC @RepDold @SenatorKirk @cspanwj;#Benghazi #Clinton #;7.95273E+17;https://twitter.com/polandmary21/status/795272820318208005;
UniteWomenOrg;2016-11-06 15:30;10;1;#KnowYourCandidates - Illinois U.S. Senate candidates @TammyforIL vs @SenatorKirk http:// ow.ly/pr5H305qoD9 #ElectionsMatter pic.twitter.com/yZ4DGGeYdq;;@TammyforIL @SenatorKirk;#KnowYourCandidates #ElectionsMatter;7.95272E+17;https://twitter.com/UniteWomenOrg/status/795272161900564481;
dailyherald;2016-11-06 15:16;0;0;#Election2016 recap: @SenatorKirk , @TammyforIL race key to determining Senate control. http:// bit.ly/2foZnNV;;@SenatorKirk @TammyforIL;#Election2016;7.95269E+17;https://twitter.com/dailyherald/status/795268638789890048;
bshaw0227;2016-11-06 14:36;0;0;http:// nyti.ms/2ehd2UO @SenatorKirk ought to be spanked and sent home for being hopelessly unconscious. http:// tinyurl.com/zc82l7n;;@SenatorKirk;;7.95259E+17;https://twitter.com/bshaw0227/status/795258583000739840;
Uncertaintist;2016-11-06 14:24;0;0;Dear @SenatorKirk , I'm going to vote Dem, cause Trump, but just wanted to say, thank you for being a good and honorable public servant.;;@SenatorKirk;;7.95256E+17;https://twitter.com/Uncertaintist/status/795255622149271553;
AutismAgain;2016-11-06 12:27;4;4;Care? @lisamurkowski @marcorubio @SenatorKirk @RoyBlunt @AlisynCamerota @Adele @NAMICommunicate @WSJPolitics #LATIMES #CBS #law #Senate #ASD pic.twitter.com/CF7JWgJEue;;@lisamurkowski @marcorubio @SenatorKirk @RoyBlunt @AlisynCamerota @Adele @NAMICommunicate @WSJPolitics;#LATIMES #CBS #law #Senate #ASD;7.95226E+17;https://twitter.com/AutismAgain/status/795226109747073024;
tageborkoff;2016-11-06 09:32;0;0;@SenatorKirk , another one killed by guns in Chicago today. What will you do about it? http:// abc7chicago.com/news/1-dead-in -police-involved-shooting-in-mount-greenwood/1591855/ … #shootatweet;;@SenatorKirk;#shootatweet;7.95182E+17;https://twitter.com/tageborkoff/status/795181985627045888;
NoThiefs;2016-11-06 07:23;0;0;#Senate Berkowitz goes 1 on 1 w/Senator Kirk, who now indicates he prefers Trump to Hillary http:// dlvr.it/MbwQpT SenatorKirk NTA•NEWS;;;#Senate;7.9515E+17;https://twitter.com/NoThiefs/status/795149575216656385;
NETRetired;2016-11-06 01:41;0;0;@emilyslist Stephanie speak 4 self abt @TammyforIL ..I worked @HFA phone banks plug 4 @RepDuckworth ! @SenatorKirk has fork = done! #ilsen;;@emilyslist @TammyforIL @HFA @RepDuckworth @SenatorKirk;#ilsen;7.95063E+17;https://twitter.com/NETRetired/status/795063472564436992;
veracruisin;2016-11-06 00:20;0;0;#Illinois #Senatorial #debate Watching tape of last debate & @TammyforIL kicked some @SenatorKirk butt. #Vote -> @TammyforIL @HillaryClinton;;@TammyforIL @SenatorKirk @TammyforIL @HillaryClinton;#Illinois #Senatorial #debate #Vote;7.95043E+17;https://twitter.com/veracruisin/status/795043032114622464;
BestesEvers;2016-11-05 23:31;0;0;@SenatorKirk @TammyforIL good 2 c u could be there for the good times... What have u done 2 diminish violence on the south side? #MAGAx3 https:// twitter.com/SenatorKirk/st atus/794654290182807552 …;;@SenatorKirk @TammyforIL;#MAGAx3;7.95031E+17;https://twitter.com/BestesEvers/status/795030924178104320;
TLee7474;2016-11-05 21:22;0;0;@SenatorKirk You said your racist comment on air, your apology should be on air. That's why you didn't get my vote.;;@SenatorKirk;;7.94998E+17;https://twitter.com/TLee7474/status/794998331189710848;
MikeHale;2016-11-05 20:54;0;1;I know #robocalls laws don't apply to scumbag politicians, but the multiple per day from @SenatorKirk campaign are a bit much. #lostmyvote;;@SenatorKirk;#robocalls #lostmyvote;7.94991E+17;https://twitter.com/MikeHale/status/794991182220759041;
Katiescribe;2016-11-05 20:46;0;0;family of 4 $36,000 yearly premium (up $12K) + $7K deduct = 60 yr old dad keeps working THREE jobs #MyAcaTruth #gov #aca @POTUS @SenatorKirk;;@POTUS @SenatorKirk;#MyAcaTruth #gov #aca;7.94989E+17;https://twitter.com/Katiescribe/status/794989265574854656;
RNRIllinois;2016-11-05 19:37;0;1;@SenatorKirk When you lose I'm going to get a good laugh. You stayed too long. You should've switched parties when you had a chance.;;@SenatorKirk;;7.94972E+17;https://twitter.com/RNRIllinois/status/794972027606233088;
MrLogemann;2016-11-05 19:08;0;0;So that's a bad soundbite on a debate stage @SenatorKirk https:// twitter.com/chicagotribune /status/794726564764205056 …;;@SenatorKirk;;7.94965E+17;https://twitter.com/MrLogemann/status/794964599317626880;
vinnygop;2016-11-05 18:24;0;0;That debate between @SenatorKirk and @RepDuckworth was brutal to watch. Both of them are clowns, I'll write in @realDonaldTrump #MAGA;;@SenatorKirk @RepDuckworth @realDonaldTrump;#MAGA;7.94954E+17;https://twitter.com/vinnygop/status/794953672925081600;
lgrobin62;2016-11-05 17:26;2;1;3) This is who blocked EVERYTHING... @SenJohnMcCain @marcorubio @SenatorKirk @ChuckGrassley @ToddYoungIN (House) @RoyBlunt @KellyAyotte;;@SenJohnMcCain @marcorubio @SenatorKirk @ChuckGrassley @ToddYoungIN @RoyBlunt @KellyAyotte;;7.94939E+17;https://twitter.com/lgrobin62/status/794939013002121216;
WXELTV;2016-11-05 17:15;0;0;"@chicagotribune endorses @SenatorKirk 's challenger and questions his readiness."" Learn more: http:// bit.ly/2f5gyTZ #electionPBS""";;@chicagotribune @SenatorKirk;#electionPBS;7.94936E+17;https://twitter.com/WXELTV/status/794936180395704320;
SnarkyBits;2016-11-05 16:25;0;0;Important to remember the only reason @SenatorKirk won in 2010 was the #Democrat was slime with mob connections. Votte @TammyforIL ! #twill;;@SenatorKirk @TammyforIL;#Democrat #twill;7.94923E+17;https://twitter.com/SnarkyBits/status/794923486435282946;
Otis923;2016-11-05 16:17;1;1;I did yesterday, Tammy. @SenatorKirk is a horrible person to rep our state...or any American, for that matter https:// twitter.com/TammyforIL/sta tus/794919342936702978 …;;@SenatorKirk;;7.94922E+17;https://twitter.com/Otis923/status/794921650227736576;
hotellasvegas_;2016-11-05 16:04;3;1;Representing Illinois: @SenatorKirk Trump appreciate the subtlety of the racism he employs. #ILSen #flipitDem @mindreaderbyday #p2 https:// twitter.com/hotellasvegas_ /status/794917500819476480 …;;@SenatorKirk @mindreaderbyday;#ILSen #flipitDem #p2;7.94918E+17;https://twitter.com/hotellasvegas_/status/794918213469487104;
UniteWomenIL;2016-11-05 15:45;0;0;#KnowYourCandidates - Illinois U.S. Senate candidates @TammyforIL vs @SenatorKirk http:// ow.ly/pr5H305qoD9 #ElectionsMatter pic.twitter.com/DCswpieHe6;;@TammyforIL @SenatorKirk;#KnowYourCandidates #ElectionsMatter;7.94913E+17;https://twitter.com/UniteWomenIL/status/794913462375813120;
UserFerguson;2016-11-05 15:14;0;5;@SenatorKirk @Cubs Sorry some veterans couldnt make it They died because you stole there medicine for your personal gain, sleep good tonight;;@SenatorKirk @Cubs;;7.94906E+17;https://twitter.com/UserFerguson/status/794905616628191232;
SenatorKirk;2016-11-05 14:51;12;44;Check out my video from yesterday’s parade for the World Champion @cubs #GoCubsGo pic.twitter.com/obJT7jkPVj;;@cubs;#GoCubsGo;7.949E+17;https://twitter.com/SenatorKirk/status/794899839750389764;
NoThiefs;2016-11-05 13:04;0;0;#Senate Sen. Kirk and Rep. Duckworth square off in final debate http:// dlvr.it/MbhksZ SenatorKirk NTA•NEWS;;;#Senate;7.94873E+17;https://twitter.com/NoThiefs/status/794872900952190976;
NoThiefs;2016-11-05 13:04;0;0;#Senate Senator Kirk's Remark About Rep. Duckworth's Ancestry Draws Fire http:// dlvr.it/MbhksS SenatorKirk NTA•NEWS;;;#Senate;7.94873E+17;https://twitter.com/NoThiefs/status/794872899131817984;
FButtime;2016-11-05 12:15;0;0;@SenatorKirk will lose his security detail soon...watch yo back..and front..and sides;;@SenatorKirk;;7.94861E+17;https://twitter.com/FButtime/status/794860572626063360;
stephaniew1978;2016-11-05 09:34;0;0;@KellStuart @SenatorKirk @TammyforIL any evidence 4 that, or are you just a liberal troll trying to irritate people?;;@KellStuart @SenatorKirk @TammyforIL;;7.9482E+17;https://twitter.com/stephaniew1978/status/794820268929728512;
KaneFacts;2016-11-05 03:23;0;0;@TammyforIL @SenatorKirk Well Mark Kirk will soon have time on his hands to join the Beer of the Month Club. Bad campaign management.;;@TammyforIL @SenatorKirk;;7.94727E+17;https://twitter.com/KaneFacts/status/794726790417813504;
ILPolitihub;2016-11-05 03:07;0;0;"Well, that's new! @TammyforIL responds to post-elex drink invite from @SenatorKirk : I'm allergic to alcohol."" https:// twitter.com/PoliticalEdito r/status/794699780081364992 …""";;@TammyforIL @SenatorKirk;;7.94723E+17;https://twitter.com/ILPolitihub/status/794722794152005632;
ThereIsNoBottom;2016-11-05 02:14;0;0;"I'm absolutely not racist"" said the racist. @SenatorKirk #imwithtammy https:// twitter.com/thehill/status /794707580568432641 …""";;@SenatorKirk;#imwithtammy;7.9471E+17;https://twitter.com/ThereIsNoBottom/status/794709552063193088;
AlexMaggos;2016-11-05 01:58;0;0;Wow. @SenatorKirk rocks #abcdebate while @TammyforIL regurgitates party talkers;;@SenatorKirk @TammyforIL;#abcdebate;7.94705E+17;https://twitter.com/AlexMaggos/status/794705404785815552;
DrMyEyz;2016-11-05 01:47;1;1;pic.twitter.com/fOUioeuEKo @realDonaldTrump @GOP @SenateMajLdr @SpeakerRyan @RepSteveChabot @senrobportman @SenJohnMcCain @SenatorKirk;;@realDonaldTrump @GOP @SenateMajLdr @SpeakerRyan @RepSteveChabot @senrobportman @SenJohnMcCain @SenatorKirk;;7.94703E+17;https://twitter.com/DrMyEyz/status/794702523303075840;
EkbMary;2016-11-05 01:43;3;1;. @g_knapp DupingSpree! @SenateApprops @SenFeinstein @SenatorKirk @SenMurphyOffice #savewildhorses pic.twitter.com/qOGVpWOiCl;;@g_knapp @SenateApprops @SenFeinstein @SenatorKirk @SenMurphyOffice;#savewildhorses;7.94702E+17;https://twitter.com/EkbMary/status/794701762385113088;
PoliticalEditor;2016-11-05 01:36;0;4;"Well, that's new! @TammyforIL responds to post-elex drink invite from @SenatorKirk : I'm allergic to alcohol.""""";;@TammyforIL @SenatorKirk;;7.947E+17;https://twitter.com/PoliticalEditor/status/794699780081364992;
theTrumpSpring;2016-11-05 01:27;2;1;. @SenatorKirk any comment? Care to disavow, or at least claim you weren't involved. https:// twitter.com/PeteJBarclay/s tatus/794653388147302400 …;;@SenatorKirk;;7.94698E+17;https://twitter.com/theTrumpSpring/status/794697508874231808;
MattReboot;2016-11-05 01:24;0;0;ABC7 debate w/ @RepDuckworth @SenatorKirk on live now http:// abc7chicago.com/live/23381/ pic.twitter.com/7AYaxj6PAT;;@RepDuckworth @SenatorKirk;;7.94697E+17;https://twitter.com/MattReboot/status/794696915749400576;
gr8abe;2016-11-05 01:16;0;0;@TammyforIL and @SenatorKirk prepare for tonight's debate. @BlakleyCBS2 will have more on @cbschicago pic.twitter.com/y7OAjgbBng;;@TammyforIL @SenatorKirk @BlakleyCBS2 @cbschicago;;7.94695E+17;https://twitter.com/gr8abe/status/794694802025615360;
kerrylester;2016-11-05 01:04;0;0;. @SenatorKirk apologizes to @TammyforIL again in opening moments of ABC7 debate. @dailyherald;;@SenatorKirk @TammyforIL @dailyherald;;7.94692E+17;https://twitter.com/kerrylester/status/794691802414518273;
kerrylester;2016-11-05 00:34;0;0;. @SenatorKirk and @TammyforIL square off in final debate tonight @ABC7 -- 7 p.m. Watch: http://www. abc7chicago.com . @dailyherald;;@SenatorKirk @TammyforIL @ABC7 @dailyherald;;7.94684E+17;https://twitter.com/kerrylester/status/794684262968532997;
eTruePolitics;2016-11-04 22:54;7;4;"@igob4u2 @FlipItDem @TammyforIL @SenatorKirk @ildemwmn @ILdemocrats Kirk gets a chapter. Profiles in Cowardice"" http:// tiny.cc/64t2fy pic.twitter.com/ROSEhCQB7O""";;@igob4u2 @FlipItDem @TammyforIL @SenatorKirk @ildemwmn @ILdemocrats;;7.94659E+17;https://twitter.com/eTruePolitics/status/794659142593937408;
Zachy224;2016-11-04 22:37;0;2;@SenatorKirk @Cubs And about a week and a half since you demeaned Tammy Duckworth's family's contribution to this nation.;;@SenatorKirk @Cubs;;7.94655E+17;https://twitter.com/Zachy224/status/794654814009430017;
SenatorKirk;2016-11-04 22:35;3;43;It has been 0 years since @Cubs last won a #WorldSeries . Happy to celebrate w/ the great fans of #IL . #GoCubsGo #FlyTheW pic.twitter.com/DOEdY19vlV;;@Cubs;#WorldSeries #IL #GoCubsGo #FlyTheW;7.94654E+17;https://twitter.com/SenatorKirk/status/794654290182807552;
tageborkoff;2016-11-04 21:30;0;0;@SenatorKirk , another one injured by guns in Chicago today. What will you do about it? http:// chicago.suntimes.com/news/man-42-sh ot-in-humboldt-park/ … #shootatweet;;@SenatorKirk;#shootatweet;7.94638E+17;https://twitter.com/tageborkoff/status/794637907105632260;
pjean1098;2016-11-04 20:37;5;9;@MrJamesonNeat @Iamnowblue did my part, @SenatorKirk will not win his seat, we will be sending @TammyforIL in his place;;@MrJamesonNeat @Iamnowblue @SenatorKirk @TammyforIL;;7.94625E+17;https://twitter.com/pjean1098/status/794624701276557312;
apolloxxxx;2016-11-04 19:04;0;0;trust me @Cubs @SenatorKirk is the ONE FAN you dont want tweeting endorsing and jumping on the band wagon of your historic win;;@Cubs @SenatorKirk;;7.94601E+17;https://twitter.com/apolloxxxx/status/794601242211139584;
opinion8tdbitch;2016-11-04 18:57;0;1;#ff #politics #other @BuddyRoemer @Mustapha_Itani @davidaxelrod @betterutah @eossipov @ScottHoustonCA @SandersFirmPC @SenatorKirk;;@BuddyRoemer @Mustapha_Itani @davidaxelrod @betterutah @eossipov @ScottHoustonCA @SandersFirmPC @SenatorKirk;#ff #politics #other;7.946E+17;https://twitter.com/opinion8tdbitch/status/794599519732174850;
apolloxxxx;2016-11-04 18:56;0;0;@SenatorKirk thats how you treat female veterans UR scum heres the video @Cubs http:// on.cc.com/2etMcw3 want your name associated with that ?;;@SenatorKirk @Cubs;;7.94599E+17;https://twitter.com/apolloxxxx/status/794599233655427072;
apolloxxxx;2016-11-04 18:39;0;0;@SenatorKirk u bring new meaning to the word racist a new low you make David Duke look good that’s disgusting that woman is a Veteran;;@SenatorKirk;;7.94595E+17;https://twitter.com/apolloxxxx/status/794594819733491712;
NialaBoodhoo;2016-11-04 17:01;1;0;First on @21stShow show today: @TammyforIL joins us just ahead of her final debate with @SenatorKirk . Tune in: http:// bit.ly/21stshow;;@21stShow @TammyforIL @SenatorKirk;;7.9457E+17;https://twitter.com/NialaBoodhoo/status/794570150531870720;
Otis923;2016-11-04 16:52;0;1;. @realDonaldTrump , @SenatorKirk , goodbye!!!! #voteblue !!!! pic.twitter.com/EkmG5TxRsD;;@realDonaldTrump @SenatorKirk;#voteblue;7.94568E+17;https://twitter.com/Otis923/status/794567959150739461;
MaximeGauin;2016-11-04 16:45;0;0;The abominable attack by @SenatorKirk against @TammyforIL : https://www. facebook.com/thedailyshow/v ideos/10154691609236800/?hc_ref=NEWSFEED …;;@SenatorKirk @TammyforIL;;7.94566E+17;https://twitter.com/MaximeGauin/status/794566145709850629;
ConstantGeek;2016-11-04 16:00;0;0;. @MattBevin #OKJohnBennett . @SenateMajLdr . @SpeakerRyan . @SenatorKirk #DavidDuke Are reasons enough not to vote @GOP #HateSpeech;;@MattBevin @SenateMajLdr @SpeakerRyan @SenatorKirk @GOP;#OKJohnBennett #DavidDuke #HateSpeech;7.94555E+17;https://twitter.com/ConstantGeek/status/794554995223957505;
SCMAssociates;2016-11-04 15:53;0;0;Wishing our Illinois clients @RepDold @SenatorKirk @PeterRoskam @RodneyDavis luck in this final week of campaigning! #GOPLists;;@RepDold @SenatorKirk @PeterRoskam @RodneyDavis;#GOPLists;7.94553E+17;https://twitter.com/SCMAssociates/status/794553254176784384;
