username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
mauriciod44;2016-09-28 05:12;0;0;"@RepKirkpatrick You want to defeat @SenJohnMcCain ? Change your Illegal IMG position, as he has every election: #EnforceExistingIMGLaws";;@RepKirkpatrick @SenJohnMcCain;#EnforceExistingIMGLaws;"780968428018348037";https://twitter.com/mauriciod44/status/780968428018348037
Harvey4congress;2016-09-28 01:48;0;0;"@WoodyWilliams45 what can we do to fix VA crisis hotline? @RepKirkpatrick http:// freebeacon.com/issues/one-thi rd-calls-veterans-crisis-line-roll-over/ … @mikelweisser @Thom_Hartmann @karenhunter";;@WoodyWilliams45 @RepKirkpatrick @mikelweisser @Thom_Hartmann @karenhunter;;"780917108460793856";https://twitter.com/Harvey4congress/status/780917108460793856
RepKirkpatrick;2016-09-28 00:23;4;12;"Met w/ reps from #Whiteriver & #SanCarlosApache school districts to talk #ImpactAid & quality #education in rural #Arizona . #AZ01 pic.twitter.com/ERjv6fpJYQ";;;#Whiteriver #SanCarlosApache #ImpactAid #education #Arizona #AZ01;"780895567132012545";https://twitter.com/RepKirkpatrick/status/780895567132012545
RepKirkpatrick;2016-09-27 02:20;6;6;"Team attended Gila River O’odham #Veterans Celebration at #GRIC recently. Thx to all veterans & active military for your service. #AZ01 pic.twitter.com/Vzq7z3GXUO";;;#Veterans #GRIC #AZ01;"780562607505891328";https://twitter.com/RepKirkpatrick/status/780562607505891328
RepKirkpatrick;2016-09-27 00:11;7;16;"Good news: #NavajoNation awarded $305K in @USDA grants for rural #business development, incl. #Chinle , #Cornfields . #AZ01";;@USDA;#NavajoNation #business #Chinle #Cornfields #AZ01;"780530222831730689";https://twitter.com/RepKirkpatrick/status/780530222831730689
greathousetweet;2016-09-26 23:10;0;0;"@RepKirkpatrick Congrats on writing a great house tweet! http:// greathousetweets.measuredvoice.com/RepKirkpatrick /status/780196137202483200 … (Ranked 38th for Sep 25.)";;@RepKirkpatrick;;"780515007180247043";https://twitter.com/greathousetweet/status/780515007180247043
intogethermedia;2016-09-26 21:42;0;1;"@BarbaraforCO @RepKirkpatrick loved meeting you both today. #ProChoice #ProWorkingFamilies pic.twitter.com/v00YYlLWkJ";;@BarbaraforCO @RepKirkpatrick;#ProChoice #ProWorkingFamilies;"780492673891246080";https://twitter.com/intogethermedia/status/780492673891246080
cherrill_crosby;2016-09-26 19:48;6;4;". @SenJohnMcCain & @RepKirkpatrick battle for Arizona's Latino voters in Senate race http:// azc.cc/2dvXIrt By @dannowicki & @azdangonzalez";;@SenJohnMcCain @RepKirkpatrick @dannowicki @azdangonzalez;;"780464109942964224";https://twitter.com/cherrill_crosby/status/780464109942964224
jenn_nicole_w;2016-09-26 19:43;0;0;"@RepKirkpatrick Please co-sponsor House Res 752. Millions of US citizens passionate about worldwide animal welfare will be grateful to you!";;@RepKirkpatrick;;"780462831149940736";https://twitter.com/jenn_nicole_w/status/780462831149940736
Lafnguy;2016-09-26 18:10;0;1;"Vote 4 @RepKirkpatrick Nov 8th. Keep this state heading in the LEFT direction! #VoteBlue all across the nation. https:// twitter.com/yvonnewingett/ status/780439066361798659 …";;@RepKirkpatrick;#VoteBlue;"780439532202184704";https://twitter.com/Lafnguy/status/780439532202184704
PhoenixMart;2016-09-26 13:57;0;0;"The latest The PhoenixMart Daily! http:// paper.li/e-1440712399?e dition_id=6b4fbe80-83e0-11e6-809f-0cc47a0d1605 … Thanks to @RepKirkpatrick";;@RepKirkpatrick;;"780375781600034816";https://twitter.com/PhoenixMart/status/780375781600034816
DLStauffer;2016-09-26 04:37;0;0;"The anti @RepKirkpatrick ads are pretty much convincing me of why I WANT to vote for her. Try harder, McCain";;@RepKirkpatrick;;"780234716486086660";https://twitter.com/DLStauffer/status/780234716486086660
RepKirkpatrick;2016-09-26 02:03;6;13;"Today is #GoldStarMothersDay , honoring mothers who've lost children who were serving our nation. @TucsonStar story - http:// bit.ly/2cU2xsS";;@TucsonStar;#GoldStarMothersDay;"780196137202483200";https://twitter.com/RepKirkpatrick/status/780196137202483200
hashtagmrsmc;2016-09-25 18:39;0;0;"@senjohnmccain @jeffflake @repkirkpatrick @repgosar @repmcsally @repmattsalmon Stand with us to Help fight the DEA's ban on kramon!";;@senjohnmccain @jeffflake @repkirkpatrick @repgosar @repmcsally @repmattsalmon;;"780084378831429632";https://twitter.com/hashtagmrsmc/status/780084378831429632
Symonedashe;2016-09-25 17:27;0;3;"When @RepKirkpatrick sings an old black civil rights song at church #GettingTheBlackVote #SheWasOnBeatTho";;@RepKirkpatrick;#GettingTheBlackVote #SheWasOnBeatTho;"780066288320118784";https://twitter.com/Symonedashe/status/780066288320118784
janeMcE;2016-09-25 06:46;0;0;"@lydiadepillis @HoustonChron @JeffFlake @JohnMcCainDaily @RepKirkpatrick CCL chapters are led by retired Exxon engineers";;@lydiadepillis @HoustonChron @JeffFlake @JohnMcCainDaily @RepKirkpatrick;;"779904903908995072";https://twitter.com/janeMcE/status/779904903908995072
wold_larry;2016-09-25 04:15;0;0;"@RepKirkpatrick Don't give me this CRAP about healthcare. You support Obamacare. I can't afford healthcare now.";;@RepKirkpatrick;;"779866829799903232";https://twitter.com/wold_larry/status/779866829799903232
MusingAtheist;2016-09-25 02:46;0;0;"I hope @RepKirkpatrick beats the crap out of @SenJohnMcCain . It’s about time that old curmudgeon went away forever!";;@RepKirkpatrick @SenJohnMcCain;;"779844390697050112";https://twitter.com/MusingAtheist/status/779844390697050112
ReturnCheck;2016-09-25 00:14;1;1;"@BarlowAdventure @USFSSouthwest Thanks Jewel!! Had a great Day !! Trying to #KeepSoldierPassOpen @RepKirkpatrick @SenJohnMcCain #PublicLand";;@BarlowAdventure @USFSSouthwest @RepKirkpatrick @SenJohnMcCain;#KeepSoldierPassOpen #PublicLand;"779806220999720961";https://twitter.com/ReturnCheck/status/779806220999720961
LaurenWaksman;2016-09-24 20:10;0;2;"Hey @RepKirkpatrick guess whose birthday it is!? It's @AntBejarano 's birthday!!!!";;@RepKirkpatrick @AntBejarano;;"779744922098343937";https://twitter.com/LaurenWaksman/status/779744922098343937
stein_hunter;2016-09-24 13:03;0;3;"We rep you all the way @RepKirkpatrick pic.twitter.com/axVrNZ17Xi";;@RepKirkpatrick;;"779637480538517504";https://twitter.com/stein_hunter/status/779637480538517504
EvanSmith940;2016-09-24 11:04;0;0;"Stop Obama's internet transfer to the UN #UNcensor @RepKirkpatrick @RepCheri @CongressmanRuiz @RepFilemonVela @RepSinema @RepBillFoster";;@RepKirkpatrick @RepCheri @CongressmanRuiz @RepFilemonVela @RepSinema @RepBillFoster;#UNcensor;"779607522399223808";https://twitter.com/EvanSmith940/status/779607522399223808
PaulaPedene;2016-09-24 03:57;1;1;"And thank you @RepKirkpatrick for your awesome support. https:// twitter.com/paulapedene/st atus/779382874482946048 …";;@RepKirkpatrick;;"779500053589262336";https://twitter.com/PaulaPedene/status/779500053589262336
DANGEROUS_ToyP;2016-09-24 03:52;0;0;"Help me about this? https:// twitter.com/kingofskyjp/st atus/779150901378363392 … @Robert_Aderholt @RepMoBrooks @USRepGaryPalmer @RepTerriSewell @repdonyoung @RepKirkpatrick";;@Robert_Aderholt @RepMoBrooks @USRepGaryPalmer @RepTerriSewell @repdonyoung @RepKirkpatrick;;"779498754437058560";https://twitter.com/DANGEROUS_ToyP/status/779498754437058560
VapinAZ;2016-09-24 01:57;0;0;". @Ann_Kirkpatrick @RepKirkpatrick is a tool. So is @SenJohnMcCain A no-win situation. It sucks.";;@Ann_Kirkpatrick @RepKirkpatrick @SenJohnMcCain;;"779469709288755200";https://twitter.com/VapinAZ/status/779469709288755200
PanamenoAracely;2016-09-24 01:25;1;1;". @RepKirkpatrick , pls signon 2 @MaxineWaters comment let 2 @CFPB on sml $ #lending ; do it 4 #Arizonans & 4 #Americans . #StopTheDebtTrap";;@RepKirkpatrick @MaxineWaters @CFPB;#lending #Arizonans #Americans #StopTheDebtTrap;"779461646720770048";https://twitter.com/PanamenoAracely/status/779461646720770048
yvonnewingett;2016-09-24 00:03;1;2;"BREAKING: @RepKirkpatrick , @SenJohnMcCain to face off in Republic/Arizona PBS debate http:// azc.cc/2dqfMDx via @azcentral";;@RepKirkpatrick @SenJohnMcCain @azcentral;;"779441059592015872";https://twitter.com/yvonnewingett/status/779441059592015872
juliethalman;2016-09-23 23:49;8;8;"@RepKirkpatrick @RepSinema @RepRaulGrijalva @RepRubenGallego @RepTrentFranks @RepDavid Please sign for vets! #PocanSalmonDearColleagueLetter https:// twitter.com/GoodLookingLos r/status/779409657555062784 …";;@RepKirkpatrick @RepSinema @RepRaulGrijalva @RepRubenGallego @RepTrentFranks @RepDavid;#PocanSalmonDearColleagueLetter;"779437440482287616";https://twitter.com/juliethalman/status/779437440482287616
AlanR00FER;2016-09-23 22:56;0;0;"@RepKirkpatrick The veto is an obvious reminder that there is much we don't know about that day.";;@RepKirkpatrick;;"779424182882832384";https://twitter.com/AlanR00FER/status/779424182882832384
dennishallack;2016-09-23 22:48;0;0;"@RepKirkpatrick Can't wait until we are over there litigating in sharia courts. Thanks to this bill, that's what were going to do.";;@RepKirkpatrick;;"779422293537665024";https://twitter.com/dennishallack/status/779422293537665024
dennishallack;2016-09-23 22:48;0;1;"@RepKirkpatrick Do you understand that this means we will be haled into their courts, too?";;@RepKirkpatrick;;"779422212948267008";https://twitter.com/dennishallack/status/779422212948267008
dennishallack;2016-09-23 22:48;0;0;"@RepKirkpatrick So, sovereign nations shouldn't deal with one another through diplomats, they should deal w/one another through the courts?";;@RepKirkpatrick;;"779422143209615360";https://twitter.com/dennishallack/status/779422143209615360
RepKirkpatrick;2016-09-23 22:46;2;7;"ICYMI: I strongly disagree w/POTUS veto of bill allowing 9/11 families to sue #SaudiArabia . My recent statement: http:// bit.ly/2ccNKte";;;#SaudiArabia;"779421588055785473";https://twitter.com/RepKirkpatrick/status/779421588055785473
maxfinberg;2016-09-23 21:59;0;2;"@CitiesOfService @AmeriCorpsAlums @AmeriCorpsVISTA @ArizonaCNCS @AmeriCorps @MyVolunteerPHX @MayorStanton @RepKirkpatrick @AZServe me too!";;@CitiesOfService @AmeriCorpsAlums @AmeriCorpsVISTA @ArizonaCNCS @AmeriCorps @MyVolunteerPHX @MayorStanton @RepKirkpatrick @AZServe;;"779409794058817536";https://twitter.com/maxfinberg/status/779409794058817536
AnthMorales83;2016-09-23 20:46;2;1;"@RepKirkpatrick have you heard of kratom? Will you consider reading and signing the Pocan/Salmon "Dear Colleague" letter?";;@RepKirkpatrick;;"779391419035160576";https://twitter.com/AnthMorales83/status/779391419035160576
HaroldJayHoover;2016-09-23 20:10;0;0;"@HaroldJayHoover This is why @RepKirkpatrick is not worthy of a US Senate position. Resist fascism.";;@HaroldJayHoover @RepKirkpatrick;;"779382349771354113";https://twitter.com/HaroldJayHoover/status/779382349771354113
RepKirkpatrick;2016-09-23 18:06;6;9;"Good news: Our push for #LWCF grants helped secure $455K in awards for @RedRockSP , #FoolHollowStatePark & #HomoloviStatePark . #AZ01";;@RedRockSP;#LWCF #FoolHollowStatePark #HomoloviStatePark #AZ01;"779351208121151488";https://twitter.com/RepKirkpatrick/status/779351208121151488
kcsimpson99;2016-09-23 13:19;2;0;". @RepKirkpatrick Please sign & ask your colleagues to sign the Pocan/Salmon Dear Colleague letter, to halt the DEA Kratom ban. #IAmKratom pic.twitter.com/UYAEbfnQOi";;@RepKirkpatrick;#IAmKratom;"779279110040383488";https://twitter.com/kcsimpson99/status/779279110040383488
NwekeJero;2016-09-23 09:44;2;0;"@RepTomMarino @realDonaldTrump @RepKirkpatrick @RepRohrabacher pls sir ask buhari why is he doing all this to biafrans, buhari is terrorist https:// twitter.com/Amaka_Ekwo/sta tus/779067314725584896 …";;@RepTomMarino @realDonaldTrump @RepKirkpatrick @RepRohrabacher;;"779224798211805184";https://twitter.com/NwekeJero/status/779224798211805184
Lisela36Graham;2016-09-23 07:09;0;0;"@NetworksManager @RepKirkpatrick @RepJBridenstine @RepCheri I called my Reps & Senators 202-224-3121 all they ask is your zip. Leave a msg";;@NetworksManager @RepKirkpatrick @RepJBridenstine @RepCheri;;"779185914429972480";https://twitter.com/Lisela36Graham/status/779185914429972480
i2tbsiacd;2016-09-23 02:50;0;0;"@RepKirkpatrick Dear Ann, Supporting the h.res 752 is a step closer to a better and more humane world. Please stop the horrific cruelty.";;@RepKirkpatrick;;"779120715748343808";https://twitter.com/i2tbsiacd/status/779120715748343808
MarcBroc;2016-09-23 02:02;0;0;"@ShareblueMedia @JohnMcCain @RepKirkpatrick Poor old man. Stuck supporting @realDonaldTrump who devalued his whole life. Lost his way. :(";;@ShareblueMedia @JohnMcCain @RepKirkpatrick @realDonaldTrump;;"779108702947270658";https://twitter.com/MarcBroc/status/779108702947270658
NetworksManager;2016-09-23 02:00;15;9;"American People OPPOSE ILLEGAL #IANAsteward transition NO #1A protection! @RepKirkpatrick @RepJBridenstine @RepCheri https:// twitter.com/NetworksManage r/status/776902320726704128 …";;@RepKirkpatrick @RepJBridenstine @RepCheri;#IANAsteward #1A;"779108243272523776";https://twitter.com/NetworksManager/status/779108243272523776
HelloAlliE;2016-09-23 01:51;2;0;"@RepKirkpatrick PLEASE SUPPORT HOUSE RESOLUTION 752 TO END THE DOG MEAT TRADE IN CHINA! YOU'RE ON THE FOREIGN COMMITTEE WE NEED YOUR HELP!!!";;@RepKirkpatrick;;"779105863596400640";https://twitter.com/HelloAlliE/status/779105863596400640
Newssorce;2016-09-23 01:27;0;0;"@RepKirkpatrick As a Democrat I'm embarrassed on how POOR your campaign is. Pathetic TV Ad - I don't think you want to win";;@RepKirkpatrick;;"779099959492620288";https://twitter.com/Newssorce/status/779099959492620288
ganjjagoddess;2016-09-22 20:03;0;0;"@JK_Spaeth @JeffFlake @SenJohnMcCain @RepKirkpatrick #iamkratom . Please sign";;@JK_Spaeth @JeffFlake @SenJohnMcCain @RepKirkpatrick;#iamkratom;"779018391050817536";https://twitter.com/ganjjagoddess/status/779018391050817536
Atoxis;2016-09-22 18:47;2;1;"@RepKirkpatrick please sign the Pocan/ Salmon, Dear Colleague letter regarding #kratom . Thank you for your consideration";;@RepKirkpatrick;#kratom;"778999155230248961";https://twitter.com/Atoxis/status/778999155230248961
ARealPrincesa;2016-09-22 18:27;0;0;"@ShareblueMedia @JohnMcCain @RepKirkpatrick Hillary's a #DisgustingWarHawk with #BloodOnHerHands & #DirtyWeaponsMoney in her pockets #Unfit";;@ShareblueMedia @JohnMcCain @RepKirkpatrick;#DisgustingWarHawk #BloodOnHerHands #DirtyWeaponsMoney #Unfit;"778994257256407040";https://twitter.com/ARealPrincesa/status/778994257256407040
Shareblue;2016-09-22 18:18;32;33;"The downward spiral of @JohnMcCain http:// shareblue.com/downward-spira l-john-mccain/ … #AZSen @RepKirkpatrick";;@JohnMcCain @RepKirkpatrick;#AZSen;"778991793677471744";https://twitter.com/Shareblue/status/778991793677471744
yvonnewingett;2016-09-22 17:03;0;1;". @RepKirkpatrick endorses Prop 206 (minimum wage measure) pic.twitter.com/SAZs3hHiAv";;@RepKirkpatrick;;"778973099765006339";https://twitter.com/yvonnewingett/status/778973099765006339
sanchezcan;2016-09-22 15:28;1;1;". @copperbird7 @coton_luver @RepKirkpatrick @SenateDems The association of @GOP @SenateGOP and @SenJohnMcCain in ARIZONA. We know exactly. pic.twitter.com/FaPgBBLCtj";;@copperbird7 @coton_luver @RepKirkpatrick @SenateDems @GOP @SenateGOP @SenJohnMcCain;;"778949055175012352";https://twitter.com/sanchezcan/status/778949055175012352
RepKirkpatrick;2016-09-22 04:32;8;9;"Team celebrated w/ @HOHP4heroes the 1yr anniv. of #EagleOne mobile clinic for #PinalCounty #veterans . Thx to all who make it possible. #AZ01 pic.twitter.com/QxWkPKnLe0";;@HOHP4heroes;#EagleOne #PinalCounty #veterans #AZ01;"778784032523812864";https://twitter.com/RepKirkpatrick/status/778784032523812864
VoteramaDC;2016-09-21 15:43;0;0;"Please RT AZ Votes in Congress Sept 12-16 @RepMcSally @HeinzforArizona @SenJohnMcCain @RepKirkpatrick #AzPolitics http:// bit.ly/2cWOST3";;@RepMcSally @HeinzforArizona @SenJohnMcCain @RepKirkpatrick;#AzPolitics;"778590356560613376";https://twitter.com/VoteramaDC/status/778590356560613376
misa_meanie;2016-09-21 09:02;6;0;"@JackieSpeier @NancyPelosi @RepTerriSewell @RepKirkpatrick @RepRubenGallego Please sponsor H.Res. 752, pleas coming from Chinese activists. https:// twitter.com/TamaraSka7/sta tus/778486720593559553 …";;@JackieSpeier @NancyPelosi @RepTerriSewell @RepKirkpatrick @RepRubenGallego;;"778489547202007040";https://twitter.com/misa_meanie/status/778489547202007040
jsttrbl22;2016-09-21 04:37;0;0;"@RepKirkpatrick you need to take your boots and get out of Arizona, we don't need your ideals here. You are very wrong for az.";;@RepKirkpatrick;;"778422947966955521";https://twitter.com/jsttrbl22/status/778422947966955521
NicoletteMurra5;2016-09-21 03:36;0;0;"@RepKirkpatrick Please sign the Pocan/Salmon colleague letter to halt the DEA ban on #Kratom ! Please allow for public comment and research!";;@RepKirkpatrick;#Kratom;"778407617177657344";https://twitter.com/NicoletteMurra5/status/778407617177657344
mcardullo77;2016-09-21 02:10;0;0;"@RepKirkpatrick Do you ever come to Safford, AZ? I have some papers I need to turn over to you for something you are helping me with.";;@RepKirkpatrick;;"778385966444584960";https://twitter.com/mcardullo77/status/778385966444584960
RepKirkpatrick;2016-09-21 01:49;6;9;"Office hours in #Sedona this Wednesday 10am-3pm, appointments recommended. 928-213–9977 to schedule. Directions: pic.twitter.com/iClF5Fx4zp";;;#Sedona;"778380716249841667";https://twitter.com/RepKirkpatrick/status/778380716249841667
fr8linr;2016-09-21 01:26;0;0;"@JJfromAZ @RepKirkpatrick .... Everyone has voted... I am looking for vision. Can't vote for a 5 year old bandwagon vote.";;@JJfromAZ @RepKirkpatrick;;"778374920673689600";https://twitter.com/fr8linr/status/778374920673689600
fr8linr;2016-09-21 00:54;0;0;"@JJfromAZ @RepKirkpatrick .... Office hours and history lessons are not how to get my vote.. Tweet agendas, goals, plans.. What will she do?";;@JJfromAZ @RepKirkpatrick;;"778366793186324480";https://twitter.com/fr8linr/status/778366793186324480
ICStrategyAZ;2016-09-21 00:49;0;0;"Happy and excited to be part of @RepKirkpatrick campaign for U.S. Senate. #LatinosforAnn #Vote #LetsMakeHistory pic.twitter.com/xQwxRnTGx0";;@RepKirkpatrick;#LatinosforAnn #Vote #LetsMakeHistory;"778365405702205440";https://twitter.com/ICStrategyAZ/status/778365405702205440
Myrna01Myrna;2016-09-21 00:17;0;0;"@RepKirkpatrick #NoLameDuck . Please oppose a short term Cr that requires lame duck action.";;@RepKirkpatrick;#NoLameDuck;"778357332304474114";https://twitter.com/Myrna01Myrna/status/778357332304474114
Myrna01Myrna;2016-09-21 00:10;0;0;". @RepKirkpatrick Congress should take care of must-pass legislation before the November election #NoLameDuck";;@RepKirkpatrick;#NoLameDuck;"778355768739270656";https://twitter.com/Myrna01Myrna/status/778355768739270656
JJfromAZ;2016-09-20 23:58;1;2;"@fr8linr - FYI, @RepKirkpatrick voted to repeal #DADT : http:// clerk.house.gov/evs/2010/roll6 38.xml …";;@fr8linr @RepKirkpatrick;#DADT;"778352664807665664";https://twitter.com/JJfromAZ/status/778352664807665664
RepKirkpatrick;2016-09-20 23:03;13;33;"#DADT repealed 5 yrs ago today, a major step toward affirming that all who serve our nation should be able to do so openly and with dignity.";;;#DADT;"778338705429950465";https://twitter.com/RepKirkpatrick/status/778338705429950465
azcentral;2016-09-20 21:30;10;5;". @SenJohnMcCain doubles down on @RepKirkpatrick walkout video: http:// azc.cc/2d8SaED pic.twitter.com/MRSgpmuQwu";;@SenJohnMcCain @RepKirkpatrick;;"778315353533386752";https://twitter.com/azcentral/status/778315353533386752
RepKirkpatrick;2016-09-20 20:58;11;8;"Good news for #AZ01 : $4.6M in @HUDgov grants for #infrastructure awarded to #NavajoNation & #KaibabPaiute : http:// bit.ly/2cFvfOU #AZ01";;@HUDgov;#AZ01 #infrastructure #NavajoNation #KaibabPaiute #AZ01;"778307289052774400";https://twitter.com/RepKirkpatrick/status/778307289052774400
RepKirkpatrick;2016-09-20 20:03;7;8;"Thx for all you do! MT @smfbadvocate : 70+ partners help @StMarysFoodBank dist 12M lbs in #AZ01 , Thx @RepKirkpatrick for visiting, listening";;@smfbadvocate @StMarysFoodBank @RepKirkpatrick;#AZ01;"778293636882636802";https://twitter.com/RepKirkpatrick/status/778293636882636802
