username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;;
InjuredBryd;2016-10-26 16:53;0;0;@cardinaldolan @chuckgrassley @dangarodnick @lizkrueger @sengillibrand @senschumer young black contract killer like moppers in ER;;@cardinaldolan @chuckgrassley @dangarodnick @lizkrueger @sengillibrand @senschumer;;7.91292E+17;https://twitter.com/InjuredBryd/status/791291704317968384;;
CompleteItCuomo;2016-10-26 16:50;4;2;@SenSchumer The Mermaid of Climate Justice (she's a Hudson Dweller!) has a message for you: #Stop AIM #StopSpectra @SaneEnergy @ResistAIM pic.twitter.com/IxMtZng2bW;;@SenSchumer @SaneEnergy @ResistAIM;#Stop #StopSpectra;7.91291E+17;https://twitter.com/CompleteItCuomo/status/791290836252327937;;
BKKNICKS;2016-10-26 16:46;0;0;But @BilldeBlasio @NYGovCuomo @SenSchumer @MMViverito don't give a crap... https:// twitter.com/CBSNewYork/sta tus/791289230928384000 …;;@BilldeBlasio @NYGovCuomo @SenSchumer @MMViverito;;7.9129E+17;https://twitter.com/BKKNICKS/status/791290006178586624;;
pfoaprojectny1;2016-10-26 16:46;5;3;WE DESERVE ANSWERS! @SteveMcNY @SenGillibrand @kathymarchione @RepChrisGibson @SenSchumer @Lindsayon10 @TVEPFOX @NYGovCuomo https:// twitter.com/pfoaprojectny1 /status/791289091056930816 …;;@SteveMcNY @SenGillibrand @kathymarchione @RepChrisGibson @SenSchumer @Lindsayon10 @TVEPFOX @NYGovCuomo;;7.9129E+17;https://twitter.com/pfoaprojectny1/status/791289862607470592;;
ResistAIM;2016-10-26 16:45;5;6;When @SenSchumer shuts down @FERC ! #StopSpectra pic.twitter.com/QhOryXPLxd;;@SenSchumer @FERC;#StopSpectra;7.9129E+17;https://twitter.com/ResistAIM/status/791289625700687872;;
NewYorkFitness;2016-10-26 16:34;1;0;@Michael_Shank @SenSchumer @SenGillibrand Excellent work, Michael. ...and how about a smoking ban while we're at it?? #TheEnforcers;;@Michael_Shank @SenSchumer @SenGillibrand;#TheEnforcers;7.91287E+17;https://twitter.com/NewYorkFitness/status/791286815441428480;;
ResistAIM;2016-10-26 16:34;5;3;Live stream of #ClimateDisobedience outside @SenSchumer NYC office RIGHT NOW! #StopSpectra https://www. facebook.com/tina.bongar/po sts/10210096928796159 …;;@SenSchumer;#ClimateDisobedience #StopSpectra;7.91287E+17;https://twitter.com/ResistAIM/status/791286806859874304;;
BobbyHertz;2016-10-26 16:29;6;5;Shouts to the heroes standing up to demand @SenSchumer #StopSpectra . https://www. facebook.com/kimfraczek/vid eos/10154601132773688/?hc_ref=NEWSFEED …;;@SenSchumer;#StopSpectra;7.91286E+17;https://twitter.com/BobbyHertz/status/791285663861702656;;
mazafratz;2016-10-26 16:29;1;2;#ClimateDisobedience outside @SenSchumer office in NYC demanding he act to #StopSpectra pic.twitter.com/aczxHKMlUS;;@SenSchumer;#ClimateDisobedience #StopSpectra;7.91286E+17;https://twitter.com/mazafratz/status/791285658241335297;;
ohetweet;2016-10-26 16:24;2;2;Ask @SenSchumer to stop the frack-gas AIM Pipeline near Indian Point nuclear plant by signing here: https://www. oneclickpolitics.com/messages/edit? promo_id=2834 … #SpeakUpChuck !;;@SenSchumer;#SpeakUpChuck;7.91284E+17;https://twitter.com/ohetweet/status/791284352239996928;;
mazafratz;2016-10-26 16:22;3;2;Act now @SenSchumer @potus my community would be devastated by pipeline rupture! #StopSpectra https:// twitter.com/AlexAtFWW/stat us/791275313808289792 …;;@SenSchumer @potus;#StopSpectra;7.91284E+17;https://twitter.com/mazafratz/status/791283890807865344;;
MollyDarrowWICZ;2016-10-26 16:19;7;5;Local residents call on @SenSchumer to #stopspectra pipeline as part of state-wide rallying efforts today. @wicztv pic.twitter.com/U1ClnZWkN6;;@SenSchumer @wicztv;#stopspectra;7.91283E+17;https://twitter.com/MollyDarrowWICZ/status/791283198181376001;;
KarineGordineer;2016-10-26 16:19;0;0;What are you going to do Chuck? Keep ignoring us? @SenSchumer #stopspectra https:// twitter.com/mazafratz/stat us/791018721812815872 …;;@SenSchumer;#stopspectra;7.91283E+17;https://twitter.com/KarineGordineer/status/791282996976418816;;
tsan123;2016-10-26 16:17;0;0;. @SenSchumer #DoYourJob #Protect https:// twitter.com/resistaim/stat us/791282241099993089 …;;@SenSchumer;#DoYourJob #Protect;7.91283E+17;https://twitter.com/tsan123/status/791282686572625920;;
ohetweet;2016-10-26 16:17;16;16;1000s gathering today at @SenSchumer offices across NY, asking he stop AIM Pipeline at Indian Point nuclear. #SpeakUpChuck ! #StopSpectra ! pic.twitter.com/agsec86XXR;;@SenSchumer;#SpeakUpChuck #StopSpectra;7.91283E+17;https://twitter.com/ohetweet/status/791282530775404544;;
preopticarea;2016-10-26 16:12;0;0;3 elementary schools, one middle school and one high school near that pipeline and Indian Point nuclear center! @SenSchumer @SenGillibrand https:// twitter.com/mazafratz/stat us/791280871898775552 …;;@SenSchumer @SenGillibrand;;7.91281E+17;https://twitter.com/preopticarea/status/791281361168502784;;
tsan123;2016-10-26 16:12;0;0;. @SenSchumer #represent #protectWater #ActOnClimate #ActNow https:// twitter.com/resistaim/stat us/791273557586223108 …;;@SenSchumer;#represent #protectWater #ActOnClimate #ActNow;7.91281E+17;https://twitter.com/tsan123/status/791281357913600001;;
Fitz_DC;2016-10-26 16:12;0;1;@scottlincicome @AviWoolf @SenGillibrand @SenSchumer I love this type of insurance. Heads they win, tails we lose.;;@scottlincicome @AviWoolf @SenGillibrand @SenSchumer;;7.91281E+17;https://twitter.com/Fitz_DC/status/791281262170345472;;
benallisonmusic;2016-10-26 16:11;0;5;On my way to meet with @SenSchumer to discuss the importance of copyright reform to support Music Creators. #supportmusic #GIMD;;@SenSchumer;#supportmusic #GIMD;7.91281E+17;https://twitter.com/benallisonmusic/status/791281026618318849;;
mazafratz;2016-10-26 16:10;5;3;Outside @SenSchumer #Peekskill demanding he actually to #StopSpectra . Call on @POTUS to make @FERC halt construction. pic.twitter.com/CkrGqsyIFB;;@SenSchumer @POTUS @FERC;#Peekskill #StopSpectra;7.91281E+17;https://twitter.com/mazafratz/status/791280871898775552;;
davidpsdem;2016-10-26 16:10;14;13;@TheDemocrats @dscc @FlipItDem @jontester @SenSchumer @FlaDems @chuckschumer @SenatorTester STOP helping RUBIO put $ s back FLA SEN RACE pic.twitter.com/iAdzKJ68FX;;@TheDemocrats @dscc @FlipItDem @jontester @SenSchumer @FlaDems @chuckschumer @SenatorTester;;7.91281E+17;https://twitter.com/davidpsdem/status/791280764255997952;;
mazafratz;2016-10-26 16:08;3;0;#StopSpectra @SenSchumer @POTUS @FERC https:// twitter.com/CompleteItCuom o/status/791278789359726592 …;;@SenSchumer @POTUS @FERC;#StopSpectra;7.9128E+17;https://twitter.com/mazafratz/status/791280401247600640;;
ResistAIM;2016-10-26 16:05;3;1;Live Stream of action at @SenSchumer NYC office https://www. facebook.com/tina.bongar/po sts/10210096928796159 … @EcoWatch;;@SenSchumer @EcoWatch;;7.9128E+17;https://twitter.com/ResistAIM/status/791279621895577602;;
SEnRGorg;2016-10-26 16:03;1;0;#StopSpectra @SenSchumer @SenGillibrand @NitaLowey @NYGovCuomo @POTUS @FERC @NormanBayFERC @CLaFleurFERC @CHonorableFERC https:// twitter.com/CompleteItCuom o/status/791278789359726592 …;;@SenSchumer @SenGillibrand @NitaLowey @NYGovCuomo @POTUS @FERC @NormanBayFERC @CLaFleurFERC @CHonorableFERC;#StopSpectra;7.91279E+17;https://twitter.com/SEnRGorg/status/791279080641560577;;
SEnRGorg;2016-10-26 16:02;5;2;NYers are acting- why aren't YOU @SenSchumer ? Go to @POTUS NOW and demand he #StopSpectra and force @FERC to halt construction! https:// twitter.com/Bike_at_W4/sta tus/791278111182745600 …;;@SenSchumer @POTUS @FERC;#StopSpectra;7.91279E+17;https://twitter.com/SEnRGorg/status/791278876412506112;;
CompleteItCuomo;2016-10-26 16:02;0;0;All Power 2 The People to #SaveTheHudson #ResistSpectra #StopAIM @SaneEnergy @ResistAIM @SenSchumer @NYGovCuomo pic.twitter.com/rJTYpyW0fa;;@SaneEnergy @ResistAIM @SenSchumer @NYGovCuomo;#SaveTheHudson #ResistSpectra #StopAIM;7.91279E+17;https://twitter.com/CompleteItCuomo/status/791278789359726592;;
ResistAIM;2016-10-26 16:00;5;2;Your silence=Your COMPLICITY! #SpeakUpChuck #StopSpectra @SenSchumer ! Go to @POTUS NOW! @FERC must halt construction. https:// twitter.com/AlexAtFWW/stat us/791270495760986112 …;;@SenSchumer @POTUS @FERC;#SpeakUpChuck #StopSpectra;7.91278E+17;https://twitter.com/ResistAIM/status/791278426342711296;;
ResistAIM;2016-10-26 15:59;6;1;Folks in #Binghamton come out TODAY to demand @SenSchumer go to @POTUS and ACT to #StopSpectra https:// twitter.com/NewYorkRAD/sta tus/791272922816077824 …;;@SenSchumer @POTUS;#Binghamton #StopSpectra;7.91278E+17;https://twitter.com/ResistAIM/status/791278192262873088;;
SEnRGorg;2016-10-26 15:57;4;1;A small fraction of the 20mill who would be harmed by AIM Pipeline next to IP Nuclear Power Plant. #SpeakUpChuck #StopSpectra @SenSchumer https:// twitter.com/ResistAIM/stat us/791269372144779265 …;;@SenSchumer;#SpeakUpChuck #StopSpectra;7.91278E+17;https://twitter.com/SEnRGorg/status/791277635338919936;;
jzflack;2016-10-26 15:57;0;0;Outside @senschumer . This is a preview of the fight when Hillary is prez: pressuring Dems to do the right thing. pic.twitter.com/DlhZpHETCJ;;@senschumer;;7.91278E+17;https://twitter.com/jzflack/status/791277598739275776;;
mickeywalshe;2016-10-26 15:54;0;0;MT @IrelandinNY : RT @SenSchumer : proud to work w/ Orlaith Staunton & @Sepsis_RSF . No one more deserving of #WomenofWorth honor. Read more...;;@IrelandinNY @SenSchumer @Sepsis_RSF;#WomenofWorth;7.91277E+17;https://twitter.com/mickeywalshe/status/791276757118779392;;
CompleteItCuomo;2016-10-26 15:52;5;1;Happy Halloween @SenSchumer ! AIM IS NY's nightmare!! #ResistAIM #StopSpectra #NYNUKEPipe pic.twitter.com/o2c9pwKRCP;;@SenSchumer;#ResistAIM #StopSpectra #NYNUKEPipe;7.91276E+17;https://twitter.com/CompleteItCuomo/status/791276344734838785;;
CompleteItCuomo;2016-10-26 15:50;3;5;@SaneEnergy @ResistAIM in front of @SenSchumer 's office. 20m NYers lives on the line!!! #SpeakUpChuck #ILoveNY #StopAIM @NYGovCuomo pic.twitter.com/lgoH3S8bfm;;@SaneEnergy @ResistAIM @SenSchumer @NYGovCuomo;#SpeakUpChuck #ILoveNY #StopAIM;7.91276E+17;https://twitter.com/CompleteItCuomo/status/791275899501047813;;
HeidiHutner;2016-10-26 15:46;5;1;@SenSchumer please take care of New Yorkers. #stopspectra danger next to #nuke plant! Unthinkable! https://www. facebook.com/hhutner/posts/ 10157644946815494 …;;@SenSchumer;#stopspectra #nuke;7.91275E+17;https://twitter.com/HeidiHutner/status/791274734080106496;;
MDPsoru;2016-10-26 15:45;0;0;https:// twitter.com/almond3131/sta tus/791270394615459840 … SenJohnMcCain SenJackReed SenateGOP SenSchumer SenGillibrand KerafaNaseem NancyPelosi ahmedshaheed;;;;7.91274E+17;https://twitter.com/MDPsoru/status/791274498397995012;;
LibrarianStacy;2016-10-26 15:40;0;0;. @SenSchumer please support full funding of #SSAEG . Our students are worth $1.65 billion! #ESSAlibraries #MoreTitleIV;;@SenSchumer;#SSAEG #ESSAlibraries #MoreTitleIV;7.91273E+17;https://twitter.com/LibrarianStacy/status/791273300051763201;;
ResistAIM;2016-10-26 15:38;5;1;. @SenSchumer will you meet with people @your DC office to discuss you inaction to #StopSpectra ? Or will continue to allow 20mill 2b harmed?;;@SenSchumer @your;#StopSpectra;7.91273E+17;https://twitter.com/ResistAIM/status/791272821032886272;;
ResistAIM;2016-10-26 15:37;3;1;. @SenSchumer knew hundreds of his constituents would be @his NY offices so he's in DC (while Congress in recess) but we have ppl there too!;;@SenSchumer @his;;7.91272E+17;https://twitter.com/ResistAIM/status/791272488550461445;;
Michael_Shank;2016-10-26 15:34;6;3;How @SenSchumer @SenGillibrand can do better protecting NYers from assaults to our health, environment #StopSpectra http://www. lohud.com/story/opinion/ contributors/2016/09/14/bucolic-peekskill-under-attack-view/90309698/ …;;@SenSchumer @SenGillibrand;#StopSpectra;7.91272E+17;https://twitter.com/Michael_Shank/status/791271787707375619;;
ResistAIM;2016-10-26 15:30;5;1;. @SenSchumer can you hear us? We are outside ALL of your offices today demanding action to #StopSpectra pic.twitter.com/CfSfrYHdM5;;@SenSchumer;#StopSpectra;7.91271E+17;https://twitter.com/ResistAIM/status/791270849156358145;;
lisarnorberg;2016-10-26 15:28;0;0;. @SenSchumer please support full funding of #SSAEG . Our students are worth $1.65 billion! #ESSAlibraries #MoreTitleIV;;@SenSchumer;#SSAEG #ESSAlibraries #MoreTitleIV;7.9127E+17;https://twitter.com/lisarnorberg/status/791270398507806720;;
kenpinkela;2016-10-26 15:24;0;0;#GOP screwing small business as usual - SBA Joins ASBL in Opposing McCain's Defense Bill http:// prn.to/2eFaFzI @SenSchumer @HillaryClinton;;@SenSchumer @HillaryClinton;#GOP;7.91269E+17;https://twitter.com/kenpinkela/status/791269158738595840;;
sasso333;2016-10-26 15:21;0;0;@SenGillibrand @SenSchumer Trolling for votes with government pork. Who would ever expect this from a politician?;;@SenGillibrand @SenSchumer;;7.91269E+17;https://twitter.com/sasso333/status/791268638091161601;;
InjuredBryd;2016-10-26 15:14;0;0;@cardinaldolan @chuckgrassley @dangarodnick @lizkrueger @sengillibrand @senschumer then lorettalynch was approved AG US under your votes;;@cardinaldolan @chuckgrassley @dangarodnick @lizkrueger @sengillibrand @senschumer;;7.91267E+17;https://twitter.com/InjuredBryd/status/791266866589229060;;
IrishEcho;2016-10-26 15:13;0;1;Retweeted Chuck Schumer ( @SenSchumer ): Incredibly proud to work w/ Orlaith Staunton & @Sepsis_RSF . No one more... http:// fb.me/z7FuW2Y0;;@SenSchumer @Sepsis_RSF;;7.91266E+17;https://twitter.com/IrishEcho/status/791266433204260864;;
ByerBeThere;2016-10-26 15:11;0;0;. @SenSchumer Please put $ back in FL to sink @marcorubio and elect Murphy. Should be priority, FL can't have a climate denier & pro-Trumper;;@SenSchumer @marcorubio;;7.91266E+17;https://twitter.com/ByerBeThere/status/791266084464816128;;
debrand10;2016-10-26 15:08;0;0;What are you doing to stop illegal immigration & radical Islamic terror? @SenSchumer @SenGillibrand @RepKathleenRice;;@SenSchumer @SenGillibrand @RepKathleenRice;;7.91265E+17;https://twitter.com/debrand10/status/791265182739759104;;
SaneEnergy;2016-10-26 15:08;4;4;Crowd gathering outside @SenSchumer office. C'mon Chuck you know the right thing to do! Stop Spectra! pic.twitter.com/3l2DzpaZks;;@SenSchumer;;7.91265E+17;https://twitter.com/SaneEnergy/status/791265147801198593;;
DCCyclone;2016-10-26 15:02;0;1;Yup. And @SenSchumer will start his term as Senate Majority Leader on hot seat. https:// twitter.com/DanielBerman2/ status/791259714592116736 …;;@SenSchumer;;7.91264E+17;https://twitter.com/DCCyclone/status/791263630557872129;;
mistyfoggyriver;2016-10-26 14:49;0;1;@SenGillibrand @SenSchumer Just dandy you're using our taxes from NYC to subsidize private enterprises, really, so American.... not...;;@SenGillibrand @SenSchumer;;7.91261E+17;https://twitter.com/mistyfoggyriver/status/791260503947567104;;
nolng4ny;2016-10-26 14:32;1;2;@SenSchumer #SpeakUpChuck Join us 845am today at 145 pinelawn drive Melville NY Senator Schumer office #$top Spectra;;@SenSchumer;#SpeakUpChuck #;7.91256E+17;https://twitter.com/nolng4ny/status/791256124536356864;;
PuertoRicoSerio;2016-10-26 14:32;0;0;Well @MMViverito we Puerto Ricans have not forgotten but it appears that @SenSchumer of New York sure has. http:// politi.co/2esnih3 https:// twitter.com/MMViverito/sta tus/791101988410884097 …;;@MMViverito @SenSchumer;;7.91256E+17;https://twitter.com/PuertoRicoSerio/status/791256093687160832;;
KarennaGore;2016-10-26 14:24;16;17;My op-ed: pipeline, people, planet - NY Daily News @SenGillibrand @SenSchumer #KeepItInTheGround #StopSpectra https://www. google.com/amp/www.nydail ynews.com/amp/opinion/karenna-gore-pipeline-people-planet-article-1.2844870?client=safari …;;@SenGillibrand @SenSchumer;#KeepItInTheGround #StopSpectra;7.91254E+17;https://twitter.com/KarennaGore/status/791254216157396992;;
EmpireStateDeaf;2016-10-26 14:07;2;0;"Main reason why we r against S.2424 is because of listening & speaking"" option is supersede language acquisition @SenGillibrand @SenSchumer""";;@SenGillibrand @SenSchumer;;7.9125E+17;https://twitter.com/EmpireStateDeaf/status/791249992270934016;;
brook_packard;2016-10-26 14:06;0;1;Tell @senschumer @sengillibrand + @POTUS to #stopspectra - No explosive pipeline near aging nuke plant @350 @lohud @CNN pic.twitter.com/HQm6wiiN9Z;;@senschumer @sengillibrand @POTUS @350 @lohud @CNN;#stopspectra;7.9125E+17;https://twitter.com/brook_packard/status/791249557053067264;;
AndreaDoremus;2016-10-26 13:52;3;3;TODAY 9:30am FedBldg #Boston CityHall-15 New Sudbury SOLIDARITY w/ NYStatewide @ResistAIM @SenSchumer visits. @universalhub #MApoli #BOSpoli https:// twitter.com/AndreaDoremus/ status/791239055031828480 …;;@ResistAIM @SenSchumer @universalhub;#Boston #MApoli #BOSpoli;7.91246E+17;https://twitter.com/AndreaDoremus/status/791246147100737537;;
macjbby;2016-10-26 13:50;1;2;. @SeanGerlis @KatBrockway @EmpireStateDeaf @SenGillibrand @SenSchumer Indeed! Respect ~ It is all about language acquisition #ⒶⓁens;;@SeanGerlis @KatBrockway @EmpireStateDeaf @SenGillibrand @SenSchumer;#;7.91246E+17;https://twitter.com/macjbby/status/791245629834010624;;
GreenGirlHerbs;2016-10-26 13:49;0;0;Happening today outside @SenSchumer 's offices across NY! @PokJournal @cnn @MSNBC https:// twitter.com/SaneEnergy/sta tus/791093430374043648 …;;@SenSchumer @PokJournal @cnn @MSNBC;;7.91245E+17;https://twitter.com/GreenGirlHerbs/status/791245355643965440;;
GreenGirlHerbs;2016-10-26 13:44;1;2;@SenSchumer @NYGovCuomo @SenGillibrand @POTUS @BarackObama @PokJournal @CNN @cnnbrk @MSNBC #stopspectra #investigateferc #newyork https:// twitter.com/SEnRGorg/statu s/791007676620767233 …;;@SenSchumer @NYGovCuomo @SenGillibrand @POTUS @BarackObama @PokJournal @CNN @cnnbrk @MSNBC;#stopspectra #investigateferc #newyork;7.91244E+17;https://twitter.com/GreenGirlHerbs/status/791244222368284676;;
SeanGerlis;2016-10-26 13:44;1;2;"@KatBrockway replacing listening & speaking"" option with ""language acquisition"" route. @EmpireStateDeaf @SenGillibrand @SenSchumer""";;@KatBrockway @EmpireStateDeaf @SenGillibrand @SenSchumer;;7.91244E+17;https://twitter.com/SeanGerlis/status/791244001420673024;;
CompleteItCuomo;2016-10-26 12:27;0;2;TODAY 780 3rd/49th 9am Tell @SenSchumer to #SpeakUp to #StopAIM @LeeCamp @democracynow #NYNukePipe #ILoveNY https:// wp.me/p71l9M-iY;;@SenSchumer @LeeCamp @democracynow;#SpeakUp #StopAIM #NYNukePipe #ILoveNY;7.91225E+17;https://twitter.com/CompleteItCuomo/status/791224610863902720;;
DoGoodforOthers;2016-10-26 12:01;0;0;Top Democrats steamed that party letting Rubio skate @POLITICO No @SenSchumer for Dem leader http:// politi.co/2esnih3 pic.twitter.com/cAsEwMxYfB;;@POLITICO @SenSchumer;;7.91218E+17;https://twitter.com/DoGoodforOthers/status/791218229569949696;;
SaneEnergy;2016-10-26 11:56;14;14;Today's the day we move @SenSchumer to step up to stop the Spectra pipeline. A good piece on the current situation: http://www. americamagazine.org/content/dispat ches/demonstrations-planned-schumers-offices-fight-against-gas-pipeline …;;@SenSchumer;;7.91217E+17;https://twitter.com/SaneEnergy/status/791217019475660800;;
NickAtNews;2016-10-26 08:41;0;2;Tidbit that didn't get into my story on @SenSchumer this summer: He was an all-star 3rd baseman for the Andy Boy Broccoli Monarchs in 1962.;;@SenSchumer;;7.91168E+17;https://twitter.com/NickAtNews/status/791167796520583169;;
SoIthaca;2016-10-26 07:47;0;1;@SenSchumer @IthacaCollege @Cornell And it's a great place to live!;;@SenSchumer @IthacaCollege @Cornell;;7.91154E+17;https://twitter.com/SoIthaca/status/791154363641323520;;
NSVann;2016-10-26 07:42;2;6;Demonstrations Planned at Schumer's Offices in Fight Against Gas Pipeline http://www. americamagazine.org/content/dispat ches/demonstrations-planned-schumers-offices-fight-against-gas-pipeline … Plus much, much more! @SenSchumer @NYSDEC;;@SenSchumer @NYSDEC;;7.91153E+17;https://twitter.com/NSVann/status/791152917038465024;;
NickAtNews;2016-10-26 07:39;0;1;More than two years after this tweet, @SenSchumer selects Ithaca as Tuesday's #NYTownOfTheDay . https:// twitter.com/senschumer/sta tus/474238733664153601 …;;@SenSchumer;#NYTownOfTheDay;7.91152E+17;https://twitter.com/NickAtNews/status/791152357908353024;;
LexiconNinja;2016-10-26 07:33;0;0;. @SenSchumer please spend DSCC $$$ & help @PatrickMurphyFL beat #Marcobot ! Less competition 4 @HillaryClinton in 2020! #Election2016;;@SenSchumer @PatrickMurphyFL @HillaryClinton;#Marcobot #Election2016;7.91151E+17;https://twitter.com/LexiconNinja/status/791150834709045250;;
NSVann;2016-10-26 07:17;3;3;https://www. oneclickpolitics.com/promo/ji via @1ClickPolitics Do it now-you'll be busy tomorrow! @SenSchumer @SenGillibrand @NYGovCuomo @riverkeeper @ZakSNews;;@1ClickPolitics @SenSchumer @SenGillibrand @NYGovCuomo @riverkeeper @ZakSNews;;7.91147E+17;https://twitter.com/NSVann/status/791146751705096192;;
Norah_Dooley;2016-10-26 06:56;1;1;Tmrrw OCT 26th 9am Govt Cntr come ask . @SenMarkey @SenWarren get #POTUS Shut #AIM down! #NoFulishimaOnHudson NY #NoWRL Boston @SenSchumer https:// twitter.com/Curt_Nordgaard /status/790908632170958848 …;;@SenMarkey @SenWarren @SenSchumer;#POTUS #AIM #NoFulishimaOnHudson #NoWRL;7.91141E+17;https://twitter.com/Norah_Dooley/status/791141422913159169;;
legant66;2016-10-26 06:52;0;0;@NBCNews Ryan won't be the Spker How do you feel about Wall St's own @SenSchumer #Elxn2016 = No CHOICE 4 the Ppl 2 sides of same #BadPenny;;@NBCNews @SenSchumer;#Elxn2016 #BadPenny;7.9114E+17;https://twitter.com/legant66/status/791140363968864256;;
Orly_licious;2016-10-26 06:32;0;0;C'mon @SenSchumer ! #Flsen is WINNABLE, Invest in @PatrickMurphyFL , will cost 1000x in 2020! http://www. politico.com/story/2016/10/ democrats-marco-rubio-florida-senate-230298 … @steveschale @Lawrence;;@SenSchumer @PatrickMurphyFL @steveschale @Lawrence;#Flsen;7.91135E+17;https://twitter.com/Orly_licious/status/791135467240615936;;
QuorumCall;2016-10-26 06:18;2;0;#Senate Schumer Urges One Time 'Emergency' Payment to Social Security Recipients to Offset Low COLA http:// dlvr.it/MX2HM3 @SenSchumer;;@SenSchumer;#Senate;7.91132E+17;https://twitter.com/QuorumCall/status/791131770670505985;;
TomR2D2;2016-10-26 06:14;0;0;. @BarackObama @AlanGrayson @keithellison @alfranken @amyklobuchar @SenWhitehouse @SenWarren @SenSchumer @NancyPelosi https:// twitter.com/billmckibben/s tatus/791087904651116545 …;;@BarackObama @AlanGrayson @keithellison @alfranken @amyklobuchar @SenWhitehouse @SenWarren @SenSchumer @NancyPelosi;;7.91131E+17;https://twitter.com/TomR2D2/status/791130754109538304;;
pelmeouchy;2016-10-26 06:06;0;0;@DSCC @SenSchumer invest taking out Rubio for long term gain Top Democrats steamed that party letting Rubio skate http:// politi.co/2esnih3;;@DSCC @SenSchumer;;7.91129E+17;https://twitter.com/pelmeouchy/status/791128826948583424;;
johnbirkett;2016-10-26 05:32;0;1;Do we need to remind @SenSchumer ? 1. 2018 not fav to Sen Dems 2. Strike while the iron is hot #FLSen #Gangof7ish pic.twitter.com/659HrSoReK;;@SenSchumer;#FLSen #Gangof7ish;7.9112E+17;https://twitter.com/johnbirkett/status/791120321264824320;;
firefighters510;2016-10-26 05:26;0;1;Don't ever 4get who supported Obamacare! @NancyPelosi @SenSchumer @SenatorReid @BarackObama @HillaryClinton @billclinton #TrumpPence16 #MAGA;;@NancyPelosi @SenSchumer @SenatorReid @BarackObama @HillaryClinton @billclinton;#TrumpPence16 #MAGA;7.91119E+17;https://twitter.com/firefighters510/status/791118866344804352;;
mchvdm;2016-10-26 05:13;1;3;Thank you @SenSchumer , after all Ithaca is Gorges! https:// twitter.com/SenSchumer/sta tus/791064760976543744 …;;@SenSchumer;;7.91116E+17;https://twitter.com/mchvdm/status/791115564672581633;;
trwilson99;2016-10-26 05:12;2;2;@JoyAnnReid @LOLGOP @AmandiOnAir @steveschale @Only4RM @SenSchumer has $20 mil in his campaign account Transfer $5 mil to DSCC and go to FL!;;@JoyAnnReid @LOLGOP @AmandiOnAir @steveschale @Only4RM @SenSchumer;;7.91115E+17;https://twitter.com/trwilson99/status/791115283528192000;;
ResistAIM;2016-10-26 04:52;14;13;Demonstrations Planned at @SenSchumer 's Offices in Fight Against Gas Pipeline http://www. americamagazine.org/content/dispat ches/demonstrations-planned-schumers-offices-fight-against-gas-pipeline … #StopSpectra;;@SenSchumer;#StopSpectra;7.9111E+17;https://twitter.com/ResistAIM/status/791110116028317696;;
dexter111344;2016-10-26 04:35;0;2;@SenSchumer @IthacaCollege @Cornell Why are you spending $20 million on ads for yourself and not helping down ballot Dems like Murphy?;;@SenSchumer @IthacaCollege @Cornell;;7.91106E+17;https://twitter.com/dexter111344/status/791105933032251392;;
dexter111344;2016-10-26 04:33;0;0;Top Democrats (Harry Reid, the Clintons) steamed that @SenSchumer letting Little Marco skate back into the Senate: http:// politi.co/2esnih3;;@SenSchumer;;7.91106E+17;https://twitter.com/dexter111344/status/791105554995355648;;
IHateTrumpBigly;2016-10-26 04:32;1;2;@SenSchumer please divvy up the DEM funds. The down ballots need this funding ASAP. We need a solid blue Congress. @donnabrazile;;@SenSchumer @donnabrazile;;7.91105E+17;https://twitter.com/IHateTrumpBigly/status/791105202891923457;;
jcainiii;2016-10-26 04:29;0;0;@SenSchumer @IthacaCollege @Cornell that's great - now let's support the contingent faculty https:// secure.avaaz.org/en/petition/Th e_Ithaca_College_Administration_and_Board_of_Trustees_We_call_on_you_to_treat_our_contingent_professors_fairly/?wLbTekb&ut;;@SenSchumer @IthacaCollege @Cornell;;7.91104E+17;https://twitter.com/jcainiii/status/791104451805323264;;
collectorgrid;2016-10-26 04:19;0;3;@SenGillibrand @SenSchumer Good idea. You'll fix milk like you fixed health insurance and health care delivery.;;@SenGillibrand @SenSchumer;;7.91102E+17;https://twitter.com/collectorgrid/status/791101921943629824;;
CLIMATEMAMA;2016-10-26 04:09;0;1;Wednesday 8am ET @SenSchumer office. #climatehope https:// twitter.com/senrgorg/statu s/791015302515585024 …;;@SenSchumer;#climatehope;7.91099E+17;https://twitter.com/CLIMATEMAMA/status/791099370573860864;;
LauraExley2;2016-10-26 04:07;1;0;@SenSchumer @Suzie4Hillary4A Looking forward to your tenure as Majority Leader, Sir. God Bless. #BlueWave;;@SenSchumer @Suzie4Hillary4A;#BlueWave;7.91099E+17;https://twitter.com/LauraExley2/status/791098783291416576;;
CompleteItCuomo;2016-10-26 03:50;2;4;TOMORROW #ShowUp & tell @SenSchumer to #SpeakUp to #StopAIM 9am 780 3rd Av/49th @SaneEnergy @ResistAIM @SEnRGorg https:// wp.me/p71l9M-iY;;@SenSchumer @SaneEnergy @ResistAIM @SEnRGorg;#ShowUp #SpeakUp #StopAIM;7.91095E+17;https://twitter.com/CompleteItCuomo/status/791094670352941056;;
